[Header]	
System	Liquids	
S/W Version	1.00	
User	James	
Date/Time	11/9/2015 12:19:48 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	
Catalyst	TC/TN	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:25:50 PM	1	2	IC	35.76	90.85	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:29:03 PM	1	3	IC	35.54	90.29	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:40:11 PM	1	1	TC	153.2	395.3	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:44:17 PM	1	2	TC	153.4	395.8	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:48:18 PM	1	3	TC	151.5	390.9	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:52:33 PM	1	1	IC	35.82	91.00	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:55:40 PM	1	2	IC	35.84	91.05	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:58:48 PM	1	3	IC	35.54	90.29	TOC:303.2mg/L TC:394.0mg/L IC:90.78mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 8:09:46 PM	1	1	TC	126.2	326.5	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 8:13:47 PM	1	2	TC	126.7	327.8	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 8:17:51 PM	1	3	TC	126.5	327.3	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 8:22:09 PM	1	1	IC	34.09	86.58	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 8:25:06 PM	1	2	IC	34.04	86.45	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 8:28:11 PM	1	3	IC	33.75	85.71	TOC:240.9mg/L TC:327.2mg/L IC:86.25mg/L	0	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.4 / Control exceeds range!	2/6/2015 8:36:43 PM	1	1	TC	400.2	102.4	TC:102.4mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.4 / Control exceeds range!	2/6/2015 8:40:48 PM	1	2	TC	399.4	102.2	TC:102.4mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.4 / Control exceeds range!	2/6/2015 8:44:55 PM	1	3	TC	400.2	102.4	TC:102.4mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	2/6/2015 8:53:12 PM	1	1	IC	43.58	11.08	IC:11.00mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	2/6/2015 8:56:17 PM	1	2	IC	43.45	11.05	IC:11.00mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	2/6/2015 8:59:20 PM	1	3	IC	42.73	10.87	IC:11.00mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 10.43 / Control within range!	2/18/2015 10:05:41 AM	1	1	TC	48.09	12.75	TC:10.43mg/L	1	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 10.43 / Control within range!	2/18/2015 10:09:41 AM	1	2	TC	39.23	10.50	TC:10.43mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 10.43 / Control within range!	2/18/2015 10:13:52 AM	1	3	TC	38.83	10.40	TC:10.43mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 10.43 / Control within range!	2/18/2015 10:17:51 AM	1	4	TC	38.80	10.39	TC:10.43mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.36 / Control exceeds range!	2/18/2015 10:27:21 AM	1	1	IC	44.94	11.43	IC:11.36mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.36 / Control exceeds range!	2/18/2015 10:30:54 AM	1	2	IC	44.67	11.36	IC:11.36mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.36 / Control exceeds range!	2/18/2015 10:34:35 AM	1	3	IC	44.39	11.29	IC:11.36mg/L	0	50	1.000	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 10:45:42 AM	1	1	TC	123.4	319.4	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 10:49:47 AM	1	2	TC	121.3	314.0	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 10:53:53 AM	1	3	TC	121.2	313.8	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 10:58:42 AM	1	1	IC	54.82	139.6	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:01:54 AM	1	2	IC	53.88	137.2	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-A1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:05:05 AM	1	3	IC	53.95	137.4	TOC:177.7mg/L TC:315.7mg/L IC:138.0mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:15:57 AM	1	1	TC	77.76	203.1	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:19:49 AM	1	2	TC	76.12	198.9	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:23:50 AM	1	3	TC	75.91	198.4	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:27:50 AM	1	1	IC	0.6536	1.076	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	1	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:30:36 AM	1	2	IC	0.6571	1.085	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	1	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:33:25 AM	1	3	IC	0.3800	0.3762	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:36:17 AM	1	4	IC	0.2698	0.09437	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-B1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 11:39:11 AM	1	5	IC	0.2377	0.01229	TOC:200.0mg/L TC:200.2mg/L IC:0.1609mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:50:25 AM	1	1	TC	150.2	387.6	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:54:31 AM	1	2	TC	148.4	383.0	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 11:58:37 AM	1	3	TC	146.2	377.4	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:03:00 PM	1	1	IC	26.87	68.12	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:06:11 PM	1	2	IC	26.74	67.78	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-C1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:09:23 PM	1	3	IC	26.89	68.17	TOC:314.7mg/L TC:382.7mg/L IC:68.02mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 12:20:31 PM	1	1	TC	117.4	304.1	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 12:24:21 PM	1	2	TC	85.42	222.6	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	1	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 12:28:22 PM	1	3	TC	116.2	301.0	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 12:32:32 PM	1	4	TC	115.1	298.2	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:36:31 PM	1	1	IC	0.4777	0.6260	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:39:18 PM	1	2	IC	0.4360	0.5194	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:42:07 PM	1	3	IC	0.2535	0.05269	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	0	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:44:58 PM	1	4	IC	0.1907	-0.1079	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	1	50	10.00	
Unknown	TOC	O-D1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 12:47:52 PM	1	5	IC	0.000	-0.5956	TOC:300.7mg/L TC:301.1mg/L IC:0.3994mg/L	1	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 12:59:18 PM	1	1	TC	65.60	172.1	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 1:03:07 PM	1	2	TC	66.14	173.5	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 1:07:00 PM	1	3	TC	66.30	173.9	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:11:00 PM	1	1	IC	0.4063	0.4434	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	1	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:13:46 PM	1	2	IC	0.2388	0.01510	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:16:35 PM	1	3	IC	0.2102	-0.05803	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-E1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:19:26 PM	1	4	IC	0.08000	-0.3910	TOC:173.3mg/L TC:173.2mg/L IC:-0.1446mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 1:30:57 PM	1	1	TC	131.4	339.7	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 1:35:26 PM	1	2	TC	130.4	337.2	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 1:39:31 PM	1	3	TC	128.9	333.4	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:43:31 PM	1	1	IC	0.7437	1.306	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	1	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:46:17 PM	1	2	IC	0.5971	0.9313	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	1	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:49:06 PM	1	3	IC	0.4492	0.5531	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:51:57 PM	1	4	IC	0.3090	0.1946	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	O-F1	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 1:54:51 PM	1	5	IC	0.2028	-0.07696	TOC:336.6mg/L TC:336.8mg/L IC:0.2236mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:06:01 PM	1	1	TC	104.1	270.2	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:10:04 PM	1	2	TC	102.5	266.1	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:14:04 PM	1	3	TC	101.9	264.6	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 2:18:20 PM	1	1	IC	39.20	99.65	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 2:21:21 PM	1	2	IC	39.26	99.80	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-A2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 2:24:27 PM	1	3	IC	38.35	97.47	TOC:168.0mg/L TC:267.0mg/L IC:98.97mg/L	0	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:35:14 PM	1	1	TC	42.11	112.3	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	1	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:39:22 PM	1	2	TC	45.85	121.8	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	1	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:43:18 PM	1	3	TC	40.04	107.0	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	0	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:47:20 PM	1	4	TC	40.29	107.7	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	0	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/18/2015 2:51:19 PM	1	5	TC	39.99	106.9	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	0	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 2:55:19 PM	1	1	IC	1.266	2.642	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	0	50	10.00	
Unknown	TOC	H-B2	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/18/2015 2:58:04 PM	1	2	IC	0.9935	1.945	TOC:105.2mg/L TC:107.2mg/L IC:2.041mg/L	0	50	10.00	
