Determination start,Ident,Sample type,Method name,User (short name),Info 1,Anions.Chloride.Concentration,Anions.Bromide.Concentration,Anions.Sulfate.Concentration,Anions.Iodide.Concentration,Organic Acids.Formic acid.Concentration,Organic Acids.Acetic acid.Concentration,Organic Acids.Propionic acid.Concentration,Organic Acids.Butyrate.Concentration
2015-08-10 08:49:19 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.537,0.259,,,,,
2015-08-06 16:58:16 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.215,,,,,
2015-08-06 15:52:44 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.214,,,,,
2015-08-06 14:45:08 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.326,0.269,,,,,
2015-08-04 16:21:49 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.198,,,,,
2015-08-04 15:16:19 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.198,,,,,
2015-08-04 14:08:57 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.369,2.027,,,,,
2015-07-30 10:47:47 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.196,,,,,
2015-07-30 09:42:17 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.550,,0.195,,,,,
2015-07-30 08:34:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.209,,,,,
2015-07-27 10:43:31 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.202,,,,,
2015-07-27 09:37:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.554,,0.205,,,,,
2015-07-27 08:30:30 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.248,,,,,,
2015-07-24 16:13:07 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.567,,0.199,,,,,
2015-07-24 15:07:38 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.566,,0.199,,,,,
2015-07-24 14:00:10 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.298,1.791,,,,,
2015-07-15 17:50:22 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.196,,,,,
2015-07-15 16:44:30 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.598,4.861,5.057,4.862,,,,
2015-07-15 15:38:33 UTC-6,CVE1507A002,Sample,Cenovus anions,Lifeng,40 x dilution,116.014,0.964,0.304,0.429,,,,
2015-07-15 14:32:41 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.442,4.843,5.028,4.866,,,,
2015-07-15 13:25:05 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.193,,,,,
2015-07-14 18:10:12 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.195,,,,,
2015-07-14 17:04:26 UTC-6,Standard 6,Standard 6,Cenovus anions,Lifeng,,199.873,10.044,10.002,10.031,,,,
2015-07-14 15:56:35 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.217,,,,,
2015-07-14 11:47:44 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.206,,,,,
2015-07-14 10:41:48 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,51.288,4.922,5.079,4.941,,,,
2015-07-14 09:35:54 UTC-6,CVE1504A005 Duplicate,Sample,Cenovus anions,Lifeng,,125.247,0.630,3.272,0.104,,,,
2015-07-14 08:30:00 UTC-6,CVE1504A005,Sample,Cenovus anions,Lifeng,20 x dilution,131.475,0.652,3.329,0.102,,,,
2015-07-14 07:24:03 UTC-6,CVE1504A004,Sample,Cenovus anions,Lifeng,20 x dilution,134.269,0.672,1.495,0.105,,,,
2015-07-14 06:18:07 UTC-6,CVE1507A003,Sample,Cenovus anions,Lifeng,20 x dilution,132.629,0.665,1.979,0.104,,,,
2015-07-14 05:12:09 UTC-6,CVE1507A002,Sample,Cenovus anions,Lifeng,20 x dilution,231.642,1.937,0.419,0.780,,,,
2015-07-14 04:06:11 UTC-6,CVE1507A001,Sample,Cenovus anions,Lifeng,20 x dilution,126.255,0.619,2.713,0.089,,,,
2015-07-14 03:00:14 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,10.281,1.907,2.034,1.958,,,,
2015-07-14 01:54:16 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,51.386,4.937,5.103,4.985,,,,
2015-07-14 00:48:15 UTC-6,LRB,Sample,Cenovus anions,Lifeng,,,,0.206,,,,,
2015-07-13 23:42:24 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,100.415,4.929,4.962,5.029,,,,
2015-07-13 22:36:34 UTC-6,Standard 6,Standard 6,Cenovus anions,Lifeng,,199.892,10.056,10.027,,,,,
2015-07-13 21:30:39 UTC-6,Standard 5,Standard 5,Cenovus anions,Lifeng,,100.467,4.845,4.866,4.777,,,,
2015-07-13 20:24:23 UTC-6,Standard 4,Standard 4,Cenovus anions,Lifeng,,49.433,1.869,1.963,1.875,,,,
2015-07-13 19:18:32 UTC-6,Standard 3,Standard 3,Cenovus anions,Lifeng,,23.704,0.479,0.202,0.482,,,,
2015-07-13 18:12:41 UTC-6,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.981,0.135,0.080,0.142,,,,
2015-07-13 17:06:58 UTC-6,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.491,0.091,0.065,0.099,,,,
2015-07-13 15:59:14 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,2.190,,,,,
2015-07-09 10:54:52 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-07-09 09:49:18 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-07-09 08:41:55 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.115,,,,,,
2015-07-06 10:52:11 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-07-06 09:46:45 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-07-06 08:39:28 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.113,,,,,,
2015-07-02 11:15:43 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.136,,,,,,,
2015-07-02 10:10:10 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.135,,,,,,,
2015-07-02 09:02:46 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.617,,,,,
2015-06-29 10:56:16 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-06-29 09:50:44 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-06-29 08:45:15 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.158,2.051,,,,,
2015-06-25 11:10:52 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.129,0.066,,,,,,
2015-06-25 10:05:20 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-06-25 08:58:03 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.605,,,,,
2015-06-22 10:58:42 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.131,,0.048,,,,,
2015-06-22 09:53:14 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.048,,,,,
2015-06-22 08:45:54 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.923,,,,,
2015-06-18 11:55:59 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.131,,0.050,,,,,
2015-06-18 10:50:33 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.128,,0.050,,,,,
2015-06-18 09:43:11 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.136,1.616,,,,,
2015-06-15 10:49:10 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-06-15 09:43:45 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-06-15 08:36:27 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.104,2.258,,,,,
2015-06-11 10:53:51 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.129,,,,,,,
2015-06-11 09:48:23 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.128,,,,,,,
2015-06-11 08:41:07 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.559,,,,,
2015-06-08 10:55:22 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.045,,,,,
2015-06-08 09:49:54 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.128,,0.046,,,,,
2015-06-08 08:42:38 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,2.020,,,,,
2015-06-04 13:22:58 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.044,,,,,
2015-06-04 12:17:33 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.044,,,,,
2015-06-04 11:10:16 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.612,,,,,
2015-06-01 10:57:16 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.045,,,,,
2015-06-01 09:51:49 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.045,,,,,
2015-06-01 08:44:31 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,2.004,,,,,
2015-05-28 11:06:05 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.129,,0.047,,,,,
2015-05-28 10:00:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.124,,0.045,,,,,
2015-05-28 08:53:21 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-25 11:31:22 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.048,,,,,
2015-05-25 10:25:54 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.045,,,,,
2015-05-25 09:18:37 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-21 16:19:22 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.126,,0.049,,,,,
2015-05-21 15:13:54 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.126,,0.048,,,,,
2015-05-21 14:06:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-19 12:14:27 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.129,,0.047,,,,,
2015-05-19 11:08:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.130,,0.046,,,,,
2015-05-19 10:01:38 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.497,,,,,,
2015-05-12 20:23:11 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.046,,,,,
2015-05-12 19:17:31 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.350,4.880,5.004,4.838,,,,
2015-05-12 18:11:40 UTC-6,CVE1504A006 diluted,Sample,Cenovus anions,Lifeng,20 x dilution,115.307,0.954,0.091,0.411,,,,
2015-05-12 17:05:50 UTC-6,CVE1504A009,Sample,Cenovus anions,Lifeng,20 x dilution,133.864,0.654,3.236,0.117,,,,
2015-05-12 16:00:02 UTC-6,CVE1504A008,Sample,Cenovus anions,Lifeng,20 x dilution,137.195,0.694,1.701,0.141,,,,
2015-05-12 14:54:12 UTC-6,CVE1504A007,Sample,Cenovus anions,Lifeng,20 x dilution,130.830,0.683,1.367,0.149,,,,
2015-05-12 13:48:22 UTC-6,CVE1504A006,Sample,Cenovus anions,Lifeng,20 x dilution,238.546,1.920,0.132,0.769,,,,
2015-05-12 12:18:29 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,49.886,4.820,4.928,4.822,,,,
2015-05-12 10:46:09 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,52.069,5.037,5.208,4.978,,,,
2015-05-12 09:38:40 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.041,,,,,
2015-05-11 18:06:39 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-11 17:00:58 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,51.496,4.998,,,,,,
2015-05-11 15:50:54 UTC-6,CVE1504A007,Sample,Cenovus anions,Lifeng,20 x dilution,125.005,0.670,0.353,3.373,,,,
2015-05-11 14:45:06 UTC-6,CVE1504A006,Sample,Cenovus anions,Lifeng,20 x dilution,236.750,,,1.301,,,,
2015-05-11 13:39:17 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,10.038,1.972,,,,,,
2015-05-11 12:25:46 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,51.691,5.010,5.190,4.961,,,,
2015-05-11 11:19:59 UTC-6,LRB,Sample,Cenovus anions,Lifeng,,,,0.047,,,,,
2015-05-11 10:14:16 UTC-6,IPCs,Sample,Cenovus anions,Lifeng,,101.196,4.940,4.912,4.870,,,,
2015-05-11 09:07:46 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.121,,0.127,,,,
2015-05-08 17:48:20 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.047,,,,,
2015-05-08 17:15:27 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.047,,,,,
2015-05-08 16:09:40 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.654,4.902,5.073,4.867,,,,
2015-05-08 15:02:30 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.045,,,,,
2015-05-08 12:58:14 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-08 09:27:11 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-08 09:17:14 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-08 09:06:51 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-08 08:49:07 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-08 08:41:24 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-05-07 19:19:54 UTC-6,CVE1504A009,Sample,Cenovus anions,Lifeng,20 x dilution,126.406,0.645,3.170,,,,,
2015-05-07 18:14:05 UTC-6,CVE1504A008,Sample,Cenovus anions,Lifeng,20 x dilution,138.491,0.718,1.734,0.143,,,,
2015-05-07 17:08:17 UTC-6,CVE1504A007,Sample,Cenovus anions,Lifeng,20 x dilution,131.033,0.693,1.346,0.148,,,,
2015-05-07 16:02:29 UTC-6,CVE1504A006,Sample,Cenovus anions,Lifeng,20 x dilution,240.001,1.967,0.137,0.783,,,,
2015-05-07 14:56:43 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.951,1.919,1.941,1.949,,,,
2015-05-07 13:50:57 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.480,4.911,5.104,4.952,,,,
2015-05-07 12:45:10 UTC-6,LRB,Sample,Cenovus anions,Lifeng,,,,0.047,,,,,
2015-05-07 11:39:28 UTC-6,IPCs,Sample,Cenovus anions,Lifeng,,99.678,4.904,4.882,4.901,,,,
2015-05-07 10:32:09 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.050,,,,,
2015-05-07 09:14:49 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.048,,,,,
2015-05-07 08:09:03 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.567,4.927,5.106,4.947,,,,
2015-05-07 07:03:17 UTC-6,CVE1504A005,Sample,Cenovus anions,Lifeng,,131.654,0.673,1.041,0.136,,,,
2015-05-07 05:57:32 UTC-6,CVE1504A004,Sample,Cenovus anions,Lifeng,20 x dilution,135.675,0.669,0.193,0.120,,,,
2015-05-07 04:51:45 UTC-6,CVE1504A003,Sample,Cenovus anions,Lifeng,20 x dilution,133.851,0.653,1.273,0.119,,,,
2015-05-07 03:45:57 UTC-6,CVE1504A002 dup,Sample,Cenovus anions,Lifeng,20 x dilution,134.922,0.670,7.369,0.127,,,,
2015-05-07 02:40:11 UTC-6,CVE1504A002,Sample,Cenovus anions,Lifeng,20 x dilution,133.985,0.665,7.330,0.130,,,,
2015-05-07 01:34:24 UTC-6,CVE1504A001,Sample,Cenovus anions,Lifeng,20 x dilution,131.791,0.652,1.092,0.121,,,,
2015-05-07 00:28:35 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.953,1.930,1.948,1.945,,,,
2015-05-06 23:22:49 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.692,4.924,5.135,4.927,,,,
2015-05-06 22:17:04 UTC-6,LRB,Sample,Cenovus anions,Lifeng,,,,0.047,,,,,
2015-05-06 21:11:15 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,99.583,4.922,4.901,4.905,,,,
2015-05-06 20:05:08 UTC-6,Standard 6,Standard 6,Cenovus anions,Lifeng,,199.995,10.037,10.046,10.052,,,,
2015-05-06 18:59:21 UTC-6,Standard 5,Standard 5,Cenovus anions,Lifeng,,100.045,4.902,4.826,4.769,,,,
2015-05-06 17:53:33 UTC-6,Standard 4,Standard 4,Cenovus anions,Lifeng,,50.603,1.922,1.905,1.857,,,,
2015-05-06 16:47:47 UTC-6,Standard 3,Standard 3,Cenovus anions,Lifeng,,25.274,0.490,0.507,0.486,,,,
2015-05-06 15:41:58 UTC-6,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.938,0.129,0.150,0.129,,,,
2015-05-06 14:36:19 UTC-6,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.403,0.085,0.109,0.093,,,,
2015-05-06 13:29:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.254,,,,,,
2015-02-20 11:02:44 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,-0.075,,0.059,,,,,
2015-02-20 09:57:18 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,-0.078,,0.059,,,,,
2015-02-20 08:50:02 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,5.217,4.078,,,,,
2015-02-11 17:47:01 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.061,,,,,
2015-02-11 16:41:15 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.889,4.929,4.979,4.936,,,,
2015-02-11 15:35:34 UTC-7,CVE1501A010,Sample,Cenovus anions,Lifeng,20 x dilution,133.230,0.754,0.273,0.114,,,,
2015-02-11 14:29:55 UTC-7,CVE1501A009,Sample,Cenovus anions,Lifeng,20 x dilution,134.170,0.758,0.635,0.116,,,,
2015-02-11 13:23:10 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.954,4.940,5.003,4.957,,,,
2015-02-11 12:16:03 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,-0.064,,0.053,,,,,
2015-02-11 11:18:25 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-02-11 10:22:48 UTC-7,CVE1501A009,Sample,Cenovus anions,Lifeng,20 x dilution,,,,,,,,
2015-02-11 09:16:57 UTC-7,CVE1501A008,Sample,Cenovus anions,Lifeng,20 x dilution,125.986,0.651,1.440,0.109,,,,
2015-02-11 08:11:07 UTC-7,CVE1501A007,Sample,Cenovus anions,Lifeng,20 x dilution,131.699,0.717,0.796,0.113,,,,
2015-02-10 18:04:13 UTC-7,CVE1501A006,Sample,Cenovus anions,Lifeng,20 x dilution,131.561,0.721,0.445,0.111,,,,
2015-02-10 16:58:23 UTC-7,CVE1501A005,Sample,Cenovus anions,Lifeng,20 x dilution,119.289,1.399,1.253,0.744,,,,
2015-02-10 15:52:36 UTC-7,LFB,Sample,Cenovus anions,Lifeng,,9.888,1.952,1.949,1.950,,,,
2015-02-10 14:46:48 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.680,4.903,4.981,4.899,,,,
2015-02-10 13:41:01 UTC-7,LRB,Sample,Cenovus anions,Lifeng,,-0.046,,0.060,,,,,
2015-02-10 12:35:20 UTC-7,IPCs,Sample,Cenovus anions,Lifeng,,100.059,4.919,4.859,4.884,,,,
2015-02-10 11:27:44 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-02-10 10:36:14 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.059,,,,,
2015-02-10 09:30:25 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.820,4.904,4.961,4.918,,,,
2015-02-10 08:24:35 UTC-7,CVE1501A005,Sample,Cenovus anions,Lifeng,,115.297,1.395,1.038,0.715,,,,
2015-02-10 04:30:24 UTC-7,CVE1501A004 DUP,Sample,Cenovus anions,Lifeng,20 x dilution,122.471,1.237,0.460,0.581,,,,
2015-02-10 03:24:33 UTC-7,CVE1501A004,Sample,Cenovus anions,Lifeng,20 x dilution,125.994,1.268,0.460,0.595,,,,
2015-02-10 02:18:43 UTC-7,CVE1501A003,Sample,Cenovus anions,Lifeng,20 x dilution,130.261,0.718,0.393,0.109,,,,
2015-02-10 01:12:54 UTC-7,CVE1501A002,Sample,Cenovus anions,Lifeng,20 x dilution,130.192,0.651,0.380,0.110,,,,
2015-02-10 00:07:03 UTC-7,CVE1501A001,Sample,Cenovus anions,Lifeng,20 x dilution,123.457,0.684,0.357,0.102,,,,
2015-02-09 23:01:15 UTC-7,LFB,Sample,Cenovus anions,Lifeng,,9.858,1.938,1.952,1.966,,,,
2015-02-09 21:55:26 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.623,4.883,4.961,4.918,,,,
2015-02-09 20:49:36 UTC-7,LRB,Sample,Cenovus anions,Lifeng,,-0.055,,0.059,,,,,
2015-02-09 19:43:48 UTC-7,IPC,Sample,Cenovus anions,Lifeng,,100.064,4.936,4.904,4.919,,,,
2015-02-09 18:37:59 UTC-7,Standard 6,Standard 6,Cenovus anions,Lifeng,,200.039,10.049,10.086,10.058,,,,
2015-02-09 17:32:10 UTC-7,Standard 5,Standard 5,Cenovus anions,Lifeng,,99.805,4.971,4.938,4.997,,,,
2015-02-09 16:26:20 UTC-7,Standard 4,Standard 4,Cenovus anions,Lifeng,,49.771,1.968,1.952,1.974,,,,
2015-02-09 15:20:32 UTC-7,Standard 3,Standard 3,Cenovus anions,Lifeng,,24.828,0.510,0.502,0.521,,,,
2015-02-09 14:14:42 UTC-7,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.955,0.130,0.128,0.139,,,,
2015-02-09 13:09:01 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.752,0.084,0.077,0.094,,,,
2015-02-09 12:01:19 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.020,,,,,
2014-12-16 13:05:54 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.026,,,,,
2014-12-16 12:00:06 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,49.995,4.893,4.939,4.864,,,,
2014-12-16 09:16:52 UTC-7,CVE1412A010,Sample,Cenovus anions,Lifeng,20 x dilution,131.549,0.659,0.202,0.118,,,,
2014-12-16 08:11:06 UTC-7,CVE1412A009,Sample,Cenovus anions,Lifeng,20 x dilution,129.889,0.642,0.170,0.111,,,,
2014-12-16 07:05:20 UTC-7,CVE1412A008,Sample,Cenovus anions,Lifeng,20 x dilution,132.750,0.664,0.163,0.114,,,,
2014-12-16 05:59:34 UTC-7,CVE1412A007,Sample,Cenovus anions,Lifeng,20 x dilution,128.761,0.641,1.299,0.111,,,,
2014-12-16 04:53:46 UTC-7,CVE1412A006D,Sample,Cenovus anions,Lifeng,20 x dilution,132.139,0.656,0.120,0.116,,,,
2014-12-16 03:47:58 UTC-7,CVE1412A006,Sample,Cenovus anions,Lifeng,20 x dilution,131.983,0.654,0.134,0.121,,,,
2014-12-16 02:42:11 UTC-7,CVE1412A005,Sample,Cenovus anions,Lifeng,20 x dilution,122.489,0.606,0.165,0.105,,,,
2014-12-16 01:36:24 UTC-7,CVE1412A004,Sample,Cenovus anions,Lifeng,20 x dilution,132.400,0.655,0.253,0.114,,,,
2014-12-16 00:30:36 UTC-7,CVE1412A003,Sample,Cenovus anions,Lifeng,20 x dilution,117.229,1.355,0.789,0.701,,,,
2014-12-15 23:24:47 UTC-7,CVE1412A002,Sample,Cenovus anions,Lifeng,20 x dilution,124.707,1.184,0.215,0.531,,,,
2014-12-15 22:18:57 UTC-7,CVE1412A001,Sample,Cenovus anions,Lifeng,20 x dilution,131.986,0.663,0.236,0.113,,,,
2014-12-15 21:13:07 UTC-7,LFB,Sample,Cenovus anions,Lifeng,,10.083,1.942,1.964,1.933,,,,
2014-12-15 20:07:15 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.107,4.911,4.984,4.928,,,,
2014-12-15 19:01:28 UTC-7,LRB,Sample,Cenovus anions,Lifeng,,0.372,,0.025,,,,,
2014-12-15 17:55:51 UTC-7,IPCs,Sample,Cenovus anions,Lifeng,,98.620,4.908,4.886,4.891,,,,
2014-12-15 16:48:21 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.032,,,,,
2014-12-15 15:57:19 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.021,,,,,
2014-12-15 14:51:43 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.692,0.083,0.079,0.095,,,,
2014-12-15 13:34:24 UTC-7,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.634,0.126,0.139,0.144,,,,
2014-12-15 12:28:45 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.475,0.082,0.113,,,,,
2014-12-15 11:21:12 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,1.989,,0.407,,,,
2014-12-13 10:14:30 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.033,,,,,
2014-12-13 09:08:43 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.777,4.973,5.068,4.979,,,,
2014-12-13 08:02:57 UTC-7,CVE1412A007,Sample,Cenovus anions,Lifeng,20X dilution,130.294,0.645,1.294,,,,,
2014-12-13 06:57:11 UTC-7,CVE1412A006-D,Sample,Cenovus anions,Lifeng,20 x dilution,133.251,0.656,0.105,,,,,
2014-12-13 05:51:23 UTC-7,CVE1412A006,Sample,Cenovus anions,Lifeng,20 x dilution,133.617,0.659,0.107,,,,,
2014-12-13 04:45:34 UTC-7,CVE1412A003,Sample,Cenovus anions,Lifeng,20 x dilution,119.319,1.374,0.867,0.781,,,,
2014-12-13 03:39:47 UTC-7,CVE1412A002,Sample,Cenovus anions,Lifeng,20 x dilution,126.531,1.176,0.216,0.597,,,,
2014-12-13 02:34:00 UTC-7,CVE1412A001,Sample,Cenovus anions,Lifeng,20 x dilution,132.596,0.660,0.248,,,,,
2014-12-13 01:28:15 UTC-7,LFB,Sample,Cenovus anions,Lifeng,,9.920,1.949,1.960,2.024,,,,
2014-12-13 00:22:29 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,47.768,4.905,5.015,4.934,,,,
2014-12-12 23:16:45 UTC-7,LRB,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-12 22:10:58 UTC-7,IPC,Sample,Cenovus anions,Lifeng,,99.651,4.927,4.928,4.929,,,,
2014-12-12 21:05:12 UTC-7,Standard 6,Standard 6,Cenovus anions,Lifeng,,200.004,10.031,10.030,10.021,,,,
2014-12-12 19:59:24 UTC-7,Standard 5,Standard 5,Cenovus anions,Lifeng,,97.809,4.292,4.269,4.377,,,,
2014-12-12 18:53:38 UTC-7,Standard 4,Standard 4,Cenovus anions,Lifeng,,44.831,1.681,1.668,1.772,,,,
2014-12-12 17:47:51 UTC-7,Satandard 3,Standard 3,Cenovus anions,Lifeng,,21.942,0.433,0.435,0.476,,,,
2014-12-12 16:42:07 UTC-7,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.640,0.105,0.113,,,,,
