9/25/2014   4:09:54PM,,,,Digested LFB,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, .4872,,,,,,,,,,,, 11.65,, 11.67,, 11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,, .9058,,,,,,,,,,,,,,,,,,,,,, 9.011,,,,,,,,,, 2.351,,,,,, .2015,, .2038,,,,,, 4.725,, 4.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:11:39PM,,,,QCS,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, 5.077,,,,,,,,,,,,F 5.289,,F 5.280,, 5.139,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.105,,,,,,,,,,,,,,,,,,,,,, 9.851,,,,,,,,,, 5.243,,,,,,F 5.304,,F 5.281,,,,,, 25.49,, 24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:24:14PM,,,,IPC,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, 2.070,,,,,,,,,,,, 2.059,, 2.070,, 2.060,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.032,,,,,,,,,,,,,,,,,,,,,, 1.994,,,,,,,,,, 2.016,,,,,, 2.099,, 2.097,,,,,, 5.139,, 5.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:26:01PM,,,,Calib. Blank QC,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, .0003,,,,,,,,,,,, -.0013,, -.0008,, -.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0020,,,,,,,,,,,,,,,,,,,,,, .0103,,,,,,,,,, .0057,,,,,, .0001,, .0002,,,,,, .0044,, .0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:27:39PM,,,,QCS,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, 5.049,,,,,,,,,,,, 5.070,, 5.086,, 5.069,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.969,,,,,,,,,,,,,,,,,,,,,, 9.957,,,,,,,,,, 4.996,,,,,, 5.153,, 5.131,,,,,, 25.60,, 25.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:29:30PM,,,,QCS1,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, 5.072,,,,,,,,,,,, 5.040,, 5.059,, 5.021,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.630,,,,,,,,,,,,,,,,,,,,,, 9.851,,,,,,,,,, 4.982,,,,,, 5.119,, 5.106,,,,,, 25.39,, 24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2014   4:31:20PM,,,,QCS,,James,Cenovus3 (1),,,,,,,,,,,,,,,,,,,,,,, 5.072,,,,,,,,,,,, 5.058,, 5.064,, 5.058,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.944,,,,,,,,,,,,,,,,,,,,,, 9.850,,,,,,,,,, 4.982,,,,,, 5.136,, 5.113,,,,,, 25.33,, 24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  11:48:37AM,,,,Blank,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -49.19,,,,,,,,,,,, -75.39,, 33.80,, 2007.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.155,,,,,,,,,,,,,,,,,,,,,, -52.98,,,,,,,,,, 4.420,,,,,, 3.192,, -2.200,,,,,, 2153.,, -33.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -48.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  11:50:37AM,,,,CalibStd-1,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 3166.,,,,,,,,,,,, 96.07,, 375.1,, 32040.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 267.6,,,,,,,,,,,,,,,,,,,,,, 67.54,,,,,,,,,, 30.01,,,,,, 1126.,, 946.8,,,,,, 2829.,, 361.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9015.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  11:52:36AM,,,,CalibStd-2,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 6377.,,,,,,,,,,,, 217.7,, 613.3,, 53390.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 515.5,,,,,,,,,,,,,,,,,,,,,, 244.4,,,,,,,,,, 51.67,,,,,, 2277.,, 1915.,,,,,, 3181.,, 588.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18190.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  11:54:35AM,,,,CalibStd-3,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 32290.,,,,,,,,,,,, 1100.,, 2399.,, 211000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2242.,,,,,,,,,,,,,,,,,,,,,, 487.6,,,,,,,,,, 232.8,,,,,, 11210.,, 9445.,,,,,, 5891.,, 2182.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 89320.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,15 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,15 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,15 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,15 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,15 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,15 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,15 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,15 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,15 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,15 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,15 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
9/29/2014  11:56:33AM,,,,CalibStd-4,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 131000.,,,,,,,,,,,, 4400.,, 9095.,, 792200.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8845.,,,,,,,,,,,,,,,,,,,,,, 2100.,,,,,,,,,, 907.1,,,,,, 44620.,, 37570.,,,,,, 36020.,, 19920.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 357700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  11:58:42AM,,,,CalibStd-5,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 635200.,,,,,,,,,,,, 21720.,, 44000.,, 3643000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 42920.,,,,,,,,,,,,,,,,,,,,,, 10500.,,,,,,,,,, 4472.,,,,,, 220800.,, 184600.,,,,,, 136000.,, 77940.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1716000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:00:57PM,,,,CalibStd-6,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 1229000.,,,,,,,,,,,, 42910.,, 86600.,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20660.,,,,,,,,,,,,,,,, 1053000.,, 889800.,,,,,, 657700.,, 386200.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3311000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:03:27PM,,,,IPC,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 2.075,,,,,,,,,,,, 2.070,, 2.070,,F 2.124,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.037,,,,,,,,,,,,,,,,,,,,,, 2.043,,,,,,,,,, 2.025,,,,,,F 2.117,, 2.098,,,,,, 5.110,, 5.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:06:18PM,,,,Calib. Blank QC,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,, .0019,, -.0019,, -.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0006,,,,,,,,,,,,,,,,,,,,,, .0146,,,,,,,,,, -.0034,,,,,, .0003,, .0002,,,,,, -.0149,, .0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:08:21PM,,,,QCS,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 4.947,,,,,,,,,,,, 5.077,, 5.079,, 5.073,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.915,,,,,,,,,,,,,,,,,,,,,, 10.03,,,,,,,,,, 4.992,,,,,, 5.207,, 5.103,,,,,, 25.15,, 25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:10:36PM,,,,Blank1,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0003,,,,,,,,,,,, .0013,, -.0019,, -.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0006,,,,,,,,,,,,,,,,,,,,,, .0144,,,,,,,,,, .0016,,,,,, .0001,, .0002,,,,,, -.0180,, .0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:12:34PM,,,,Blank2,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0017,, -.0029,, -.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,, .0240,,,,,,,,,, -.0036,,,,,, -.0000,, -.0000,,,,,, -.0186,, .0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:14:32PM,,,,Blank3,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0037,, -.0012,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,, .0173,,,,,,,,,, -.0068,,,,,, .0000,, .0000,,,,,, -.0182,, .0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:16:31PM,,,,Blank4,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,, .0021,, -.0031,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, .0066,,,,,,,,,, -.0060,,,,,, .0000,, -.0001,,,,,, -.0215,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:18:30PM,,,,Blank5,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,, .0031,, -.0029,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, -.0022,,,,,,,,,, -.0004,,,,,, -.0000,, -.0000,,,,,, -.0176,, .0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:20:29PM,,,,Blank6,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0066,, .0000,, .0015,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0018,,,,,,,,,,,,,,,,,,,,,, .0021,,,,,,,,,, -.0007,,,,,, .0000,, -.0000,,,,,, -.0234,, .0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:22:28PM,,,,Blank7,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0003,,,,,,,,,,,, .0034,, -.0020,, -.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,,,,,,,,,,,, .0208,,,,,,,,,, -.0002,,,,,, .0001,, -.0001,,,,,, -.0246,, .0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:24:28PM,,,,Blank8,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0003,,,,,,,,,,,, .0018,, -.0033,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0003,,,,,,,,,,,,,,,,,,,,,, .0151,,,,,,,,,, -.0014,,,,,, -.0000,, -.0001,,,,,, -.0258,, .0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:26:29PM,,,,Blank9,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0040,, -.0023,, -.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, .0219,,,,,,,,,, .0005,,,,,, .0000,, -.0001,,,,,, -.0232,, .0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:28:29PM,,,,Blank10,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,, .0034,, -.0037,, -.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0003,,,,,,,,,,,,,,,,,,,,,, .0063,,,,,,,,,, -.0042,,,,,, .0000,, -.0001,,,,,, -.0286,, .0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:30:31PM,,,,QCS,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 4.868,,,,,,,,,,,, 5.056,, 5.099,, 5.089,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.876,,,,,,,,,,,,,,,,,,,,,, 9.989,,,,,,,,,, 4.913,,,,,, 5.212,, 5.042,,,,,, 25.17,, 25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:32:47PM,,,,Blank11,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,, .0254,, .0201,, .0218,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0006,,,,,,,,,,,,,,,,,,,,,, .0099,,,,,,,,,, .0010,,,,,, .0003,, .0002,,,,,, -.0146,, .0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:34:47PM,,,,Blank12,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,, .0006,, -.0031,, -.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,, .0252,,,,,,,,,, -.0018,,,,,, .0000,, .0001,,,,,, -.0256,, .0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:36:48PM,,,,Blank13,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0019,, -.0031,, -.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,,,,,,,,,,,, .0136,,,,,,,,,, -.0031,,,,,, .0000,, -.0000,,,,,, -.0293,, .0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:38:49PM,,,,Blank14,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0019,, -.0028,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, -.0005,,,,,,,,,, -.0037,,,,,, -.0000,, -.0001,,,,,, -.0289,, .0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:40:51PM,,,,Blank15,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,, .0046,, -.0036,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0003,,,,,,,,,,,,,,,,,,,,,, .0286,,,,,,,,,, -.0005,,,,,, -.0000,, -.0002,,,,,, -.0270,, .0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,16 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,16 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,16 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,16 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,16 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,16 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,16 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,16 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,16 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,16 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,16 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
9/29/2014  12:42:52PM,,,,Blank16,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,, .0034,, -.0027,, -.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0008,,,,,,,,,,,,,,,,,,,,,, .0093,,,,,,,,,, -.0006,,,,,, .0000,, -.0001,,,,,, -.0350,, .0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:44:50PM,,,,Blank17,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,, .0034,, -.0027,, -.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, .0046,,,,,,,,,, -.0019,,,,,, .0000,, -.0001,,,,,, -.0305,, .0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:46:49PM,,,,Blank18,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,, .0034,, -.0022,, -.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,,,,,,,,,,,,,, .0137,,,,,,,,,, -.0017,,,,,, -.0001,, .0000,,,,,, -.0313,, .0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:48:48PM,,,,Blank19,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0031,, -.0034,, -.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0003,,,,,,,,,,,,,,,,,,,,,, .0246,,,,,,,,,, -.0037,,,,,, .0000,, -.0001,,,,,, -.0358,, .0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:50:46PM,,,,Blank20,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, -.0006,,,,,,,,,,,, .0042,, -.0057,, -.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0006,,,,,,,,,,,,,,,,,,,,,, .0347,,,,,,,,,, -.0026,,,,,, .0000,, -.0002,,,,,, -.0563,, .0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2014  12:52:48PM,,,,QCS,,Lifeng,Cenovus3 (3),,,,,,,,,,,,,,,,,,,,,,, 4.859,,,,,,,,,,,, 5.036,, 5.101,, 5.154,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.847,,,,,,,,,,,,,,,,,,,,,, 9.964,,,,,,,,,, 4.898,,,,,, 5.209,, 5.007,,,,,, 25.11,, 25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
